study_id,contrast_id,x,y,z
8110286,2,55,4,32
8110286,2,58,10,21
8110286,2,60,9,12
8110287,2,-53,-76,-12
8110287,2,-61,-35,5
8110287,2,22,11,-4
8110287,2,55,-72,-7
8110287,2,73,-29,3
8110288,2,-15,-29,15
8110288,2,-2,-31,-5
8110288,2,-2,9,55
8110288,2,-21,-59,45
8110288,2,-24,3,63
8110288,2,-27,-62,55
8110288,2,-31,-79,-10
8110288,2,-31,-97,14
8110288,2,-50,3,30
8110288,2,-8,-101,-6
8110288,2,-8,-17,14
8110288,2,21,-91,3
8110288,2,24,-29,15
8110288,2,24,-86,-14
8110288,2,27,-48,57
8110288,2,34,7,62
8110288,2,43,26,-23
8110288,2,56,14,34
8110288,2,56,22,17
8110288,2,65,-57,-17
8110288,2,8,-31,-5
8110288,2,8,-71,15
8110288,2,8,-74,-25
8110289,1,-1,-62,25
8110289,1,-11,-57,16
8110289,1,-12,-48,-16
8110289,1,-13,-63,40
8110289,1,-16,-41,0
8110289,1,-16,-64,-30
8110289,1,-16,-90,11
8110289,1,-19,-44,39
8110289,1,-19,-82,19
8110289,1,-21,-68,41
8110289,1,-23,-61,9
8110289,1,-26,-95,4
8110289,1,-28,-54,55
8110289,1,-6,-45,23
8110289,1,-6,-73,41
8110289,1,-6,-79,-5
8110289,1,-6,-82,-21
8110289,1,-8,-88,3
8110289,1,-9,-73,-29
8110289,1,1,-58,-23
8110289,1,14,-62,40
8110289,1,14,-87,11
8110289,1,19,-76,26
8110289,1,19,-80,41
8110289,1,2,-30,53
8110289,1,22,-71,2
8110289,1,22,-77,10
8110289,1,24,-57,55
8110289,1,26,-87,-20
8110289,1,29,-70,33
8110289,1,29,-95,4
8110289,1,3,-38,-32
8110289,1,31,-79,10
8110289,1,39,-60,8
8110289,1,41,-79,10
8110289,1,44,-52,23
8110289,1,44,-73,-6
8110289,1,57,-48,31
8110289,1,7,-63,1
8110289,1,9,-34,46
8110290,1,-20,55,3
8110290,1,-31,-102,-11
8110290,1,-32,-13,-34
8110290,1,-50,-54,-24
8110290,1,-52,36,-2
8110290,1,-7,-18,0
8110290,1,-9,-87,-12
8110290,1,18,53,34
8110290,1,29,-76,-45
8110290,1,29,22,-22
8110290,1,40,54,-7
8110290,1,44,26,-11
8110290,1,5,33,47
8110290,1,5,73,-15
8110290,1,52,33,19
8110291,2,-12,15,48
8110291,2,-12,21,-9
8110291,2,-18,-81,36
8110291,2,-27,-12,51
8110291,2,-36,-63,54
8110291,2,-42,-63,-3
8110291,2,18,-75,45
8110291,2,27,-12,54
8110291,2,33,-60,42
8110291,2,42,-60,-21
8110291,2,45,39,21
8110291,2,45,9,33
8110291,2,9,21,36
8110292,2,-33,21,-3
8110292,2,-6,24,48
8110292,2,45,30,9
8110292,2,45,45,-9
8110293,11,-25,-28,40
8110293,11,-28,-64,24
8110293,11,-3,-35,33
8110293,11,44,-9,1
8110293,11,51,-6,-6
8110293,11,6,-83,7
8110294,1,-22,-66,60
8110294,1,-46,-36,60
8110294,1,-48,-70,-6
8110294,1,-62,-24,40
8110294,1,-8,54,0
8110294,1,0,-10,8
8110294,1,0,38,8
8110294,1,2,0,-2
8110294,1,24,-64,60
8110294,1,34,-54,62
8110294,1,4,-30,14
8110294,1,4,56,8
8110294,1,64,-20,38
8110295,2,-21,0,-18
8110295,2,33,18,-27
8110295,2,45,-81,15
8110296,12,-14,-20,9
8110296,12,-27,-84,8
8110296,12,-28,-81,-7
8110296,12,16,-21,14
8110297,3,-1,-11,62
8110297,3,-13,-2,13
8110297,3,-14,-31,72
8110297,3,-18,-72,11
8110297,3,-18,53,-5
8110297,3,-20,-47,-16
8110297,3,-21,-81,35
8110297,3,-25,-1,68
8110297,3,-26,69,14
8110297,3,-32,-99,-9
8110297,3,-33,27,9
8110297,3,-35,-43,70
8110297,3,-35,-56,-39
8110297,3,-39,-20,65
8110297,3,-43,6,12
8110297,3,-46,-74,19
8110297,3,-47,40,24
8110297,3,-49,-64,0
8110297,3,-5,-27,-1
8110297,3,-54,-16,38
8110297,3,-65,-9,18
8110297,3,-8,-84,-6
8110297,3,1,-55,62
8110297,3,10,56,-8
8110297,3,14,76,2
8110297,3,16,-22,7
8110297,3,17,-48,-15
8110297,3,17,-51,-45
8110297,3,19,-70,66
8110297,3,2,-94,13
8110297,3,21,-27,74
8110297,3,25,-60,45
8110297,3,27,-45,65
8110297,3,29,-83,18
8110297,3,30,-2,64
8110297,3,32,53,-9
8110297,3,38,1,12
8110297,3,4,16,45
8110297,3,41,18,-28
8110297,3,41,49,13
8110297,3,42,-49,-25
8110297,3,44,-34,56
8110297,3,54,-50,4
8110297,3,57,-43,39
8110297,3,58,-19,31
8110297,3,58,8,7
8110298,4,-60,-2,-32
8110299,1,-42,21,2
8110299,1,-5,25,31
8110299,1,-50,-1,49
8110299,1,-58,-47,35
8110299,1,4,12,57
8110299,1,47,25,-3
8110300,3,-22,-68,56
8110300,3,-40,-90,-4
8110300,3,38,-70,44
8110300,3,44,-64,-16
8110300,3,46,10,24
8110300,3,48,38,16
8110300,3,52,-34,50
8110300,3,8,-18,6
8110301,5,-28,-28,36
8110301,5,-28,-66,-10
8110301,5,-38,-30,42
8110301,5,42,2,6
8110302,2,-24,-12,2
8110302,2,-24,-62,62
8110302,2,-38,-20,58
8110302,2,18,-10,8
8110302,2,2,-4,60
8110302,2,26,-60,58
8110302,2,34,-38,52
8110302,2,38,-2,50
8110302,2,54,-32,48
8110302,2,58,-24,24
8110303,4,-27,12,-12
8110303,4,-3,33,-6
8110303,4,-30,12,-3
8110303,4,-33,3,-3
8110303,4,-33,33,-21
8110303,4,0,-12,-12
8110303,4,0,39,6
8110303,4,12,-27,6
8110303,4,27,15,-15
8110303,4,27,9,-9
8110303,4,3,42,-6
8110303,4,36,21,-21
8110303,4,39,33,-18
8110303,4,9,-24,9
8110304,5,12,3,-6
8110304,5,9,-27,-3
8110305,3,46,-81,7
8110305,3,52,30,2
8110306,1,-2,56,-23
8110306,1,-23,-79,-12
8110306,1,-30,-59,-13
8110306,1,-36,-57,-26
8110306,1,-45,36,-2
8110306,1,-51,5,6
8110306,1,-8,-79,-12
8110306,1,14,-93,1
8110306,1,34,-21,-17
8110306,1,38,3,-19
8110306,1,47,19,-8
8110306,1,63,-32,15
8110306,1,63,-6,12
8110306,1,8,-16,7
8110306,1,8,-71,12
8110307,4,-44,6,-22
8110307,4,-46,-18,-34
8110307,4,46,2,50
8110308,5,6,10,8
8110309,2,-12,-12,2
8110309,2,-2,20,52
8110309,2,-27,-61,36
8110309,2,-31,-4,34
8110309,2,-34,-51,45
8110309,2,-34,20,6
8110309,2,-41,-43,-19
8110309,2,-47,33,18
8110309,2,-50,11,27
8110309,2,-69,-19,3
8110309,2,11,5,53
8110309,2,17,-15,8
8110309,2,21,-64,32
8110309,2,27,-86,-9
8110309,2,30,4,43
8110309,2,40,33,11
8110309,2,43,-47,4
8110309,2,46,0,37
8110309,2,49,15,15
8110309,2,56,-18,1
8110310,1,-22,-22,74
8110310,1,-24,-38,12
8110310,1,-30,10,26
8110310,1,-40,-82,-6
8110310,1,20,0,74
8110310,1,22,-16,-12
8110310,1,22,-42,62
8110310,1,28,-70,-36
8110310,1,30,10,14
8110310,1,38,-8,-14
8110310,1,38,52,2
8110310,1,42,-30,-18
8110310,1,46,-62,40
8110310,1,51,24,-5
8110310,1,52,-46,20
8110310,1,56,-12,14
8110310,1,58,-44,2
8110311,1,-22,6,-28
8110311,1,-35,0,6
8110311,1,-7,5,-17
8110311,1,19,41,-22
8110311,1,22,6,-22
8110311,1,24,9,12
9010001,4,-44,52,-1
9010001,4,46,27,27
9010002,2,-12,-81,30
9010002,2,-27,-18,-15
9010002,2,-3,75,3
9010002,2,-39,-12,21
9010002,2,-42,-66,39
9010002,2,-45,-12,36
9010002,2,12,-48,3
9010002,2,30,-15,-18
9010002,2,45,-66,33
9010002,2,48,-9,39
9010003,10,-24,-78,-24
9010003,10,-38,-68,20
9010003,10,-4,-88,20
9010003,10,24,-70,2
9010003,10,58,-52,2
9010004,6,-32,-52,62
9010005,1,-30,-82,18
9010005,1,-38,-66,46
9010005,1,10,-80,4
9010005,1,22,-78,56
9010005,1,54,12,32
9010005,1,66,-56,16
9010006,1,-52,3,-6
9010006,1,-56,-5,20
9010006,1,1,-20,1
9010006,1,1,50,-22
9010006,1,2,-32,43
9010006,1,3,-4,59
9010006,1,59,-4,19
9010006,1,63,3,-8
9010007,3,-7,-35,64
9010007,3,38,-56,36
9010007,3,38,-56,37
9010007,3,39,-56,36
9010007,3,47,-25,66
9010008,4,-18,-54,55
9010008,4,-32,-7,50
9010008,4,-38,-77,9
9010008,4,15,-77,12
9010008,4,26,-9,53
9010008,4,27,-76,45
9010008,4,27,-80,40
9010008,4,3,-40,57
9010008,4,8,-72,21
9010009,1,-10,12,40
9010009,1,-32,26,-10
9010009,1,-36,26,4
9010009,1,-38,18,4
9010009,1,-38,2,-20
9010009,1,-48,-8,-12
9010009,1,-52,-2,-16
9010009,1,0,14,50
9010009,1,0,6,62
9010009,1,22,10,-16
9010009,1,26,0,-22
9010009,1,34,18,6
9010009,1,40,-42,4
9010009,1,42,-2,-18
9010009,1,44,20,-16
9010009,1,50,-44,18
9010009,1,50,6,-14
9010010,3,-30,-88,-5
9010010,3,28,-60,-27
9010010,3,50,20,-11
9010010,3,50,9,-3
9010010,3,53,-12,48
9010010,3,53,-60,22
9010010,3,56,-43,2
9010010,3,6,-68,31
9010010,3,8,-20,4
9010011,3,-10,14,53
9010011,3,-2,-60,43
9010011,3,-34,21,-18
9010011,3,-40,-58,1
9010011,3,-40,-79,20
9010011,3,-46,-50,15
9010011,3,-46,31,-10
9010011,3,-51,-50,6
9010011,3,10,-47,41
9010011,3,4,-54,47
9010011,3,46,-56,8
9010011,3,48,20,-32
9010011,3,53,-77,16
9010011,3,55,-7,-22
9010011,3,57,-51,-5
9010011,3,57,-60,10
9010012,6,-20,-21,-38
9010012,6,-3,-70,17
9010012,6,-7,2,32
9010012,6,2,54,-33
9010012,6,29,-63,45
9010012,6,3,21,28
9010012,6,57,26,33
9010012,6,59,-33,38
9010012,6,61,-27,40
9010012,6,76,14,16
9010012,6,76,6,19
9010013,1,-51,-76,0
9010013,1,0,58,24
9010013,1,2,-60,44
9010013,1,52,-72,13
9010014,5,-11,4,16
9010014,5,-17,-72,9
9010014,5,-19,15,5
9010014,5,-44,9,25
9010014,5,-5,51,32
9010014,5,-9,28,54
9010014,5,1,55,24
9010014,5,23,-76,18
9010015,1,-16,-16,6
9010015,1,-2,-28,-40
9010015,1,-2,-30,-24
9010015,1,-22,-8,-22
9010015,1,-22,8,-4
9010015,1,-30,50,20
9010015,1,-32,-18,-2
9010015,1,-4,10,42
9010015,1,-40,46,24
9010015,1,-42,2,2
9010015,1,-48,42,6
9010015,1,-56,-2,40
9010015,1,-58,14,16
9010015,1,-62,2,-8
9010015,1,-64,-40,36
9010015,1,-66,-24,4
9010015,1,-8,-20,-16
9010015,1,-8,20,28
9010015,1,10,-20,-14
9010015,1,14,-16,6
9010015,1,2,-22,-42
9010015,1,2,8,28
9010015,1,22,-8,-20
9010015,1,26,6,4
9010015,1,32,-14,2
9010015,1,4,-24,-24
9010015,1,4,8,48
9010015,1,40,-10,-8
9010015,1,44,20,8
9010015,1,44,4,0
9010015,1,44,42,20
9010015,1,46,48,8
9010015,1,56,-46,54
9010015,1,58,-2,42
9010015,1,58,14,16
9010015,1,62,-2,4
9010015,1,62,-22,6
9010015,1,8,26,30
9010016,1,-34,28,-12
9010016,1,-60,-38,10
9010016,1,-62,-16,6
9010016,1,48,0,-14
9010016,1,64,-48,12
9010017,1,-15,-16,14
9010017,1,-34,-11,64
9010017,1,-34,-54,40
9010017,1,-36,-65,-8
9010017,1,-7,7,50
9010017,1,19,-67,47
9010017,1,33,37,34
9010017,1,39,12,6
9010017,1,50,-61,0
9010017,1,51,-33,37
9010017,1,7,24,5
9010018,2,-21,-87,-9
9010018,2,24,-87,9
9010019,1,-16,-62,-20
9010019,1,-2,8,62
9010019,1,-24,-6,-4
9010019,1,-26,-4,4
9010019,1,-30,-86,-24
9010019,1,-44,-34,24
9010019,1,-44,6,2
9010019,1,-48,-8,60
9010019,1,-48,0,30
9010019,1,-48,10,-2
9010019,1,-52,-34,16
9010019,1,-56,-10,42
9010019,1,-58,-10,10
9010019,1,-62,-6,12
9010019,1,-64,-30,14
9010019,1,-8,-14,6
9010019,1,14,-12,10
9010019,1,26,-2,-4
9010019,1,26,-58,-24
9010019,1,30,8,4
9010019,1,4,20,36
9010019,1,46,-26,18
9010019,1,48,8,4
9010019,1,54,-8,30
9010019,1,58,-28,12
9010019,1,6,-18,8
9010019,1,72,-24,6
9010020,1,-15,-57,5
9010020,1,-47,23,-31
9010020,1,-47,25,-8
9010020,1,-5,-52,28
9010020,1,-5,57,26
9010020,1,-50,-38,1
9010020,1,-53,23,12
9010020,1,-8,51,40
9010020,1,14,-72,10
9010020,1,17,33,48
9010020,1,46,14,-31
9010021,1,-15,-102,0
9010021,1,-15,-89,-26
9010021,1,-36,-45,-18
9010021,1,-48,28,-17
9010021,1,-50,-7,-27
9010021,1,-59,-21,-7
9010021,1,-59,-57,22
9010021,1,0,-51,25
9010021,1,18,49,-8
9010021,1,39,-72,-32
9010021,1,45,-78,18
9010021,1,62,-15,-17
9010021,1,62,6,-5
9010022,4,-16,-10,-22
9010022,4,-2,-64,-24
9010022,4,-50,-12,10
9010022,4,40,-74,-20
9010022,4,48,24,18
9010022,4,6,-70,44
9010023,8,-40,-84,0
9010023,8,-50,-6,28
9010023,8,46,-82,0
9010023,8,62,-6,18
9010024,1,-16,-64,62
9010024,1,-36,-76,-14
9010024,1,-40,-48,56
9010024,1,-42,-80,-11
9010024,1,-49,-48,58
9010024,1,-60,-34,52
9010024,1,44,-44,52
9010024,1,46,-46,-22
9010024,1,48,-56,-18
9010024,1,51,10,28
9010024,1,52,34,28
9010024,1,54,26,22
9010024,1,60,16,-7
9010024,1,66,12,0
9010025,4,-18,-54,69
9010025,4,-21,9,21
9010025,4,-27,-69,48
9010025,4,-27,-84,6
9010025,4,-36,-78,3
9010025,4,-39,-42,45
9010025,4,-42,-63,-9
9010025,4,-45,-39,54
9010025,4,-51,-33,42
9010025,4,-57,-27,30
9010025,4,-6,-81,39
9010025,4,0,-21,12
9010025,4,24,-30,15
9010025,4,24,-63,48
9010025,4,3,9,6
9010025,4,30,24,9
9010025,4,33,-48,54
9010025,4,33,6,30
9010025,4,39,-45,66
9010025,4,39,-81,-6
9010025,4,39,21,0
9010025,4,42,-66,-15
9010025,4,48,-69,-9
9010025,4,6,-9,-3
9010026,4,-23,-6,-23
9010026,4,-30,13,-19
9010026,4,-38,-72,-3
9010026,4,10,-62,12
9010026,4,11,-9,39
9010026,4,2,27,18
9010026,4,40,-81,-10
9010026,4,41,-72,-4
9010026,4,6,-85,24
9010027,3,0,60,-6
9020028,1,-16,-12,16
9020028,1,-24,-4,-8
9020028,1,-32,-64,-32
9020028,1,-52,-44,16
9020028,1,-56,-12,44
9020028,1,-56,4,0
9020028,1,-60,-4,36
9020028,1,-8,-4,56
9020028,1,-8,-64,-24
9020028,1,12,-12,16
9020028,1,32,-60,-32
9020029,3,-60,6,6
9020029,3,38,2,2
9020029,3,44,28,2
9020029,3,6,20,30
9020030,1,-57,-42,42
9020030,1,24,24,39
9020030,1,9,-57,51
9020031,11,-49,-62,-9
9020031,11,52,-37,6
9020032,2,-34,-50,48
9020032,2,-45,-66,2
9020032,2,-49,-3,45
9020032,2,40,-46,44
9020032,2,44,15,23
9020032,2,47,-30,-2
9020032,2,6,10,51
9020033,3,-15,-21,3
9020033,3,-27,-9,-3
9020033,3,-3,3,39
9020033,3,-30,-3,63
9020033,3,-51,-21,54
9020033,3,-51,18,-12
9020033,3,3,-27,24
9020034,8,-12,-82,-44
9020034,8,-28,-2,-20
9020034,8,38,-44,30
9020034,8,38,2,-16
9020034,8,52,-44,6
9020035,1,-42,56,4
9020035,1,62,-60,18
9020035,1,64,-52,-10
9020036,3,-24,3,6
9020036,3,-3,9,63
9020036,3,-48,3,48
9020036,3,-51,15,0
9020036,3,-54,-48,9
9020036,3,-54,12,18
9020036,3,-60,-36,27
9020036,3,36,21,6
9020036,3,51,30,0
9020036,3,57,-42,12
9020036,3,6,18,57
9020036,3,60,-33,30
9020037,2,12,-82,-34
9020038,8,16,23,27
9020038,8,4,12,9
9020039,4,-24,-75,42
9020039,4,-27,-81,29
9020039,4,6,15,0
9020040,3,-45,-72,-3
9020040,3,0,57,30
9020040,3,24,0,-9
9020040,3,33,-12,-12
9020040,3,33,-18,0
9020040,3,39,-84,6
9020041,13,-34,8,-14
9020041,13,28,-18,42
9020042,2,-8,24,40
9020043,1,-14,-9,-1
9020043,1,-16,-37,-1
9020043,1,-29,51,-17
9020043,1,-37,-57,19
9020043,1,-41,6,34
9020043,1,-7,-7,50
9020043,1,-8,67,-5
9020043,1,0,-16,44
9020043,1,12,30,40
9020043,1,14,-68,33
9020043,1,14,13,37
9020043,1,2,-14,48
9020043,1,3,25,34
9020043,1,30,-84,47
9020043,1,46,16,-6
9020043,1,51,11,39
9020044,3,0,55,-5
9020044,3,4,-54,26
9020045,12,36,-60,18
9020046,1,-16,-10,78
9020046,1,-2,-6,68
9020046,1,-2,0,60
9020046,1,-30,0,70
9020046,1,-34,-64,-30
9020046,1,-40,-2,60
9020046,1,-50,-2,54
9020046,1,2,14,66
9020046,1,52,10,52
9020047,1,-14,25,14
9020047,1,-15,-47,19
9020047,1,-36,-16,-31
9020047,1,-52,-48,-2
9020047,1,15,-28,-16
9020047,1,16,21,30
9020047,1,35,-75,14
9020047,1,37,-79,19
9020048,1,-1,-47,-11
9020048,1,1,-42,-16
9020048,1,31,-3,33
9020048,1,39,-22,39
9020048,1,40,-18,38
9020049,1,-19,-71,14
9020049,1,-27,-23,56
9020049,1,-27,12,43
9020049,1,-28,-9,5
9020049,1,-54,-33,-9
9020049,1,-9,-5,53
9020049,1,12,19,-10
9020049,1,30,63,6
9020049,1,31,61,-10
9020049,1,46,-52,18
9020049,1,9,42,-13
9020050,1,-60,-28,47
9020050,1,51,-34,56
9020050,1,64,-4,36
9020051,2,-36,-74,-11
9020051,2,2,16,48
9020051,2,24,10,-2
9020051,2,38,44,28
9020051,2,46,-80,-3
9020051,2,48,-40,14
9020051,2,6,-62,-16
9030052,9,-14,-16,36
9030052,9,-16,-30,20
9030052,9,-18,-42,50
9030052,9,-20,12,46
9030052,9,-24,-13,47
9030052,9,-36,4,37
9030052,9,-4,14,1
9030052,9,-6,62,5
9030052,9,0,-50,56
9030052,9,20,-34,18
9030053,2,-16,-66,2
9030054,3,-15,-24,-6
9030054,3,-3,54,39
9030054,3,-3,60,24
9030054,3,-33,-12,21
9030054,3,-42,33,18
9030054,3,-51,-69,6
9030054,3,-9,-9,15
9030054,3,21,-27,12
9030054,3,24,-21,-9
9030054,3,45,18,27
9030054,3,48,-42,-24
9030054,3,51,12,-18
9030054,3,54,-51,-15
9030054,3,57,-66,-15
9030055,9,-24,-63,18
9030055,9,0,39,-3
9030055,9,15,-54,0
9030055,9,30,-21,-12
9030056,1,-20,26,-8
9030056,1,-4,-14,18
9030056,1,-4,-8,6
9030056,1,-6,7,25
9030056,1,-8,64,6
9030056,1,0,36,-12
9030056,1,12,-12,2
9030056,1,24,-84,42
9030056,1,44,30,-12
9030057,4,-52,12,-6
9030057,4,2,30,26
9030057,4,4,-16,30
9030057,4,4,-46,4
9030058,5,-1,-33,54
9030058,5,-22,39,44
9030058,5,-28,-70,47
9030058,5,-29,32,45
9030058,5,-30,-63,46
9030058,5,-37,64,11
9030058,5,-41,-44,47
9030058,5,-43,-12,49
9030058,5,-43,-18,49
9030058,5,-43,-27,46
9030058,5,-50,-30,44
9030058,5,-50,-36,44
9030058,5,-8,70,10
9030058,5,14,67,21
9030058,5,14,70,6
9030058,5,20,70,5
9030058,5,23,61,26
9030058,5,25,-67,46
9030058,5,33,63,-1
9030058,5,33,64,4
9030058,5,36,-54,51
9030058,5,38,-39,55
9030058,5,4,-50,51
9030058,5,4,-56,52
9030058,5,45,-46,66
9030058,5,49,-39,48
9030058,5,51,-10,45
9030058,5,51,-16,46
9030058,5,51,-3,45
9030058,5,6,-74,47
9030058,5,8,-89,37
9030058,5,8,-93,21
9030059,6,-2,34,16
9030059,6,-2,36,30
9030059,6,-24,50,0
9030059,6,-54,12,12
9030059,6,2,30,20
9030059,6,20,-18,6
9030059,6,26,46,-6
9030059,6,30,-52,60
9030059,6,30,-86,-4
9030059,6,38,16,2
9030059,6,46,-46,40
9030059,6,6,-66,-28
9030060,2,59,-13,19
9030060,2,59,-16,26
9030060,2,59,4,28
9030060,2,63,-4,21
9030060,2,63,0,24
9030061,2,-18,30,54
9030061,2,-45,-57,27
9030061,2,-60,-36,-3
9030061,2,-60,-6,-18
9030061,2,51,-66,27
9030061,2,54,-18,-12
9030061,2,54,18,15
9030062,3,-14,38,46
9030062,3,-20,-4,12
9030062,3,-20,30,-8
9030062,3,-24,-58,14
9030062,3,-32,-10,34
9030062,3,-52,-26,-8
9030062,3,-8,-36,36
9030062,3,10,-16,12
9030062,3,12,10,40
9030062,3,16,-72,-8
9030062,3,58,-10,12
9030063,2,-16,28,-15
9030063,2,-18,-64,20
9030063,2,-18,-87,44
9030063,2,-22,-48,-11
9030063,2,-22,-63,-9
9030063,2,-3,-90,27
9030063,2,-39,-79,30
9030063,2,-6,-54,44
9030063,2,-9,-59,61
9030063,2,10,-55,47
9030063,2,15,-58,26
9030063,2,16,-56,65
9030063,2,17,22,-7
9030063,2,22,31,-24
9030063,2,24,-84,44
9030063,2,27,-45,67
9030063,2,3,11,-11
9030063,2,4,49,-23
9030063,2,49,-74,34
9030063,2,60,-26,40
9030063,2,7,37,-12
9030064,3,-12,-88,-27
9030064,3,-19,12,-5
9030064,3,-26,-8,-22
9030064,3,-31,-2,-28
9030064,3,-38,36,-16
9030064,3,-40,8,-34
9030064,3,-48,8,-23
9030064,3,-49,-2,-28
9030064,3,12,6,6
9030064,3,13,-14,-1
9030064,3,17,-90,-27
9030064,3,23,11,-5
9030064,3,32,3,-14
9030065,3,-28,23,-1
9030065,3,-36,-1,55
9030065,3,-36,4,0
9030065,3,-48,-33,42
9030065,3,0,26,50
9030065,3,0,3,59
9030065,3,28,-63,-20
9030065,3,36,16,7
9030065,3,40,23,-8
9030065,3,44,1,29
9030065,3,44,12,12
9030065,3,44,2,44
9030065,3,44,32,21
9030065,3,51,9,29
9030065,3,55,12,14
9030066,1,-12,-63,-14
9030066,1,-16,-22,-6
9030066,1,-2,12,45
9030066,1,-36,-52,-21
9030066,1,-36,-61,-19
9030066,1,-40,-30,13
9030066,1,-42,13,21
9030066,1,-44,-74,-13
9030066,1,-46,-51,-13
9030066,1,-46,-8,32
9030066,1,-48,9,-11
9030066,1,-50,-57,-12
9030066,1,-50,4,42
9030066,1,-51,-3,22
9030066,1,-55,-12,-1
9030066,1,-59,-27,5
9030066,1,-63,-31,9
9030066,1,28,-57,-21
9030066,1,4,11,55
9030066,1,48,-3,24
9030066,1,53,-1,18
9030066,1,53,-16,1
9030066,1,55,-23,5
9030066,1,55,2,33
9030066,1,57,-50,-19
9030066,1,61,-4,0
9030066,1,63,-14,1
9030066,1,67,-6,-8
9030067,2,-60,8,6
9030067,2,32,-78,-30
9030067,2,4,26,48
9030067,2,46,-56,-48
9030068,1,-17,20,14
9030068,1,-46,-56,36
9030068,1,10,20,11
9040069,1,-16,38,-12
9040069,1,14,38,-14
9040069,1,18,-10,10
9040069,1,20,16,-6
9040070,1,-14,17,17
9040070,1,-14,86,-22
9040070,1,-18,-20,15
9040070,1,-27,68,2
9040070,1,-43,-76,8
9040070,1,-61,-50,12
9040070,1,37,61,7
9040070,1,50,-33,4
9040071,1,-22,-55,-12
9040071,1,-46,-5,52
9040071,1,42,-58,-39
9040071,1,44,24,10
9040072,7,-27,-4,-3
9040073,2,-10,-1,-21
9040073,2,-31,-88,20
9040073,2,-40,42,-7
9040073,2,-65,-3,14
9040073,2,29,-50,56
9040073,2,29,16,-17
9040073,2,3,-5,-9
9040073,2,37,38,-13
9040073,2,38,-38,49
9040073,2,42,-79,13
9050074,1,-3,-1,27
9050074,1,39,40,3
9050075,3,64,-56,24
9050076,1,-11,-47,47
9050076,1,-24,34,-2
9050076,1,-29,43,-10
9050076,1,-31,-55,-1
9050076,1,-34,42,-27
9050076,1,37,-36,-9
9050077,6,38,-26,9
9050077,6,40,-28,6
9050077,6,60,-26,36
9050078,23,-16,-38,0
9050078,23,-6,10,6
9050078,23,4,-6,4
9050079,5,-3,-30,39
9050080,11,-3,13,26
9050080,11,-37,-40,36
9050080,11,-5,-12,33
9050080,11,34,-40,35
9050080,11,8,-56,-4
9080081,5,-32,20,14
9080081,5,-46,12,17
9080082,3,-2,-6,-5
9080082,3,-62,-22,4
9080082,3,0,-34,2
9080083,1,-1,-48,11
9080083,1,-14,-15,4
9080083,1,-59,-32,3
9080083,1,-63,-8,-6
9080083,1,11,13,33
9080083,1,16,-76,-21
9080083,1,19,-17,2
9080084,4,-66,-34,22
9080084,4,-66,-50,16
9080084,4,60,14,-4
9090085,7,-25,-66,49
9090085,7,-38,52,-10
9090085,7,-41,11,30
9090085,7,36,-58,35
9090085,7,44,42,9
9090086,3,-16,-4,16
9090086,3,-28,-60,40
9090086,3,-36,-56,-36
9090086,3,-36,52,12
9090086,3,-4,-24,-16
9090086,3,-40,16,-4
9090086,3,-44,-40,40
9090086,3,-44,8,24
9090086,3,-48,-56,-16
9090086,3,0,12,52
9090086,3,20,4,16
9090086,3,24,-64,-28
9090086,3,32,-56,44
9090086,3,32,24,-4
9090086,3,36,44,28
9090086,3,48,-40,40
9090087,4,-27,57,21
9090088,2,-12,54,-4
9090088,2,-21,-35,-3
9090088,2,-31,-14,25
9090088,2,-34,14,58
9090088,2,-38,18,-21
9090088,2,21,36,52
9090088,2,24,-57,-2
9090088,2,33,-27,12
9090088,2,40,-23,62
9090088,2,65,-12,-6
9090088,2,7,69,21
9090089,5,-12,-80,-12
9090089,5,-16,-16,4
9090089,5,-18,14,-2
9090089,5,-22,14,-2
9090089,5,-28,-52,54
9090089,5,-38,-24,56
9090089,5,-4,38,22
9090089,5,-40,36,32
9090089,5,-40,8,-6
9090089,5,-56,-64,4
9090089,5,-58,-28,26
9090089,5,0,-52,68
9090089,5,10,16,62
9090089,5,16,-18,4
9090089,5,22,-76,48
9090089,5,38,18,-8
9090089,5,40,18,52
9090089,5,44,42,-14
9090089,5,54,-24,26
9090089,5,6,30,26
9090090,1,-11,44,-17
9090090,1,0,-52,16
9090090,1,11,6,-9
9090091,4,-16,4,24
9090091,4,-17,-4,-20
9090091,4,-24,-20,-16
9090091,4,-26,-20,-28
9090091,4,-32,-20,-32
9090091,4,-36,-8,12
9090091,4,-40,-8,-32
9090091,4,-52,8,-28
9090091,4,-56,-16,0
9090091,4,-64,-28,8
9090091,4,-8,16,0
9090091,4,0,44,-16
9090091,4,16,-8,-32
9090091,4,24,-16,-20
9090091,4,24,-8,-24
9090091,4,35,-2,-36
9090091,4,36,12,-32
9090091,4,4,-24,-36
9090091,4,40,12,-44
9090091,4,52,0,44
9090091,4,56,-20,-4
9090091,4,56,-28,8
9090091,4,56,0,-20
9090091,4,60,-24,4
9090091,4,64,-16,-12
9090091,4,8,-40,-12
9090091,4,8,-44,16
9090092,1,-20,-86,-13
9090092,1,-28,-56,51
9090092,1,-28,6,44
9090092,1,-32,-83,-16
9090092,1,-32,23,-1
9090092,1,-36,-75,-16
9090092,1,-40,36,17
9090092,1,-40,39,9
9090092,1,-44,-55,-11
9090092,1,-44,6,44
